year,timestamp,courseenrolled,motivation_required,motivation_current,motivation_advancement,motivation_careerchange,motivation_profdev,motivation_jobdisplace,motivation_relocation,motivation_indcert,motivation_financial,motivation_enrichment,motivation_curiosity,participate_openhouse,participate_instdecday,participate_oncampusinfosess,participate_titanstue,participate_womenwhodare,participate_regcollegefair,impactenr_mshscompclass,impactenr_mshscompclub,impactenr_competitions,impactenr_afterschoolprog,impactenr_summerprog,impactenr_apclass,impactenr_dualenrollclass,impactenr_familyfriend,impactenr_familyfriendinfield,impactenr_hscounslor,impactenr_employer,hear_ccmwebsite,hear_billboard,hear_tv,hear_radio,hear_socmedia,hear_communityevent,hear_familyfriend,hear_employer,hear_ccmstudent,hear_ccmalumni,hear_hs,impactatt_affordable,impactatt_locconvenience,impactatt_progchoice,impactatt_onlineoff,impactatt_familyfriend,impactatt_facultystaff,impactatt_reputation,impactatt_scholarships,impactatt_transferstud,impactatt_smallclass,impactatt_extracurricula,degreeenrolled,infosource_hscounselor,infosource_ccmwebsite,infosource_ccmadmissions,infosource_ccmcounselor,infosource_employer,infosource_other,interest,interest_webdev,interest_cybersec,interest_appdev,interest_dataanalytics,interest_mlai,interest_compprog,interest_gamedes,interest_hardware,gender,race_ethnicity,age
2020,2020-07-08 10:30:22-05:00,CMP 135 Computer Concepts with Applications,,,,,,,,,,,,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,,,,,,,,,,,,High Impact,High Impact,High Impact,High Impact,Some Impact,Some Impact,High Impact,No Impact,No Impact,No Impact,No Impact,Criminal Justice,No,Yes,No,No,No,No,3.0,,,,,,,,,Woman,White/Caucasian,35-64
2020,2020-07-08 11:15:08-05:00,CMP 135 Computer Concepts with Applications,,,,,,,,,,,,No,No,No,Yes,No,No,Some Impact,,,,,,,,,High Impact,,,,,,,,,,,,,No Impact,High Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Radiography,No,No,Yes,No,No,No,1.0,,,,,,,,,Woman,White/Caucasian,21-24
2020,2020-07-08 14:14:53-05:00,CMP 135 Computer Concepts with Applications,,,,,,,,,,,,No,No,Yes,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,,,,,,,,,,,,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,Criminal Justice,No,No,No,No,No,No,1.0,,,,,,,,,Woman,White/Caucasian,21-24
2020,2020-07-08 15:34:11-05:00,CMP 135 Computer Concepts with Applications,,,,,,,,,,,,No,No,No,No,No,No,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,,,,,,,,,,,,Some Impact,No Impact,Some Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Radiography,No,No,No,No,No,Yes,5.0,,,,,,,,,Man,Hispanic or Latino,25-34
2020,2020-07-09 13:38:32-05:00,CMP 135 Computer Concepts with Applications,,,,,,,,,,,,No,No,No,No,No,No,Some Impact,,,,,,,Some Impact,Some Impact,Some Impact,Some Impact,,,,,,,,,,,,High Impact,High Impact,High Impact,No Impact,No Impact,,Some Impact,Some Impact,No Impact,Some Impact,Some Impact,Exercise Science,No,Yes,Yes,Don't recall,No,No,3.0,,,,,,,,,Man,Choose not to reply,19-20
2020,2020-07-11 21:34:30-05:00,CMP 135 Computer Concepts with Applications,,,,,,,,,,,,No,No,No,No,Yes,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,,,,,,,,,,,,High Impact,High Impact,High Impact,Some Impact,High Impact,Some Impact,High Impact,No Impact,No Impact,No Impact,No Impact,Criminal Justice,No,No,No,Yes,No,No,5.0,,,,,,,,,Woman,White/Caucasian,19-20
2020,2020-07-17 11:41:59-05:00,CMP 135 Computer Concepts with Applications,,,,,,,,,,,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,High Impact,Some Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,Radiography,Don't recall,Don't recall,Yes,Don't recall,Don't recall,Don't recall,4.0,,,,,,,,,Woman,White/Caucasian,19-20
2020,2020-07-20 10:38:05-05:00,CMP 135 Computer Concepts with Applications,,,,,,,,,,,,Yes,No,No,No,No,Yes,,,,,,,,Some Impact,High Impact,No Impact,No Impact,,,,,,,,,,,,High Impact,High Impact,No Impact,No Impact,High Impact,No Impact,Some Impact,No Impact,,No Impact,Some Impact,Mathematics,No,No,No,Yes,No,No,4.0,,,,,,,,,Man,Multi-Racial,19-20
2020,2020-07-21 16:32:09-05:00,CMP 135 Computer Concepts with Applications,,,,,,,,,,,,Yes,No,Yes,No,No,No,,,,,,,,Some Impact,No Impact,,Some Impact,,,,,,,,,,,,High Impact,High Impact,High Impact,,,,High Impact,,,No Impact,,Public Health,No,Yes,No,No,No,No,2.0,,,,,,,,,Woman,White/Caucasian,35-64
2020,2020-07-25 11:45:59-05:00,CMP 135 Computer Concepts with Applications,,,,,,,,,,,,No,No,No,Yes,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,,,,,,,,,,,,No Impact,High Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Radiography,No,No,No,No,No,No,2.0,,,,,,,,,Woman,White/Caucasian,21-24
2020,2020-07-25 12:44:38-05:00,CMP 135 Computer Concepts with Applications,,,,,,,,,,,,No,No,Yes,No,No,No,High Impact,,,,,,,Some Impact,No Impact,Some Impact,No Impact,,,,,,,,,,,,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,Criminal Justice,No,No,Yes,Yes,No,No,2.0,,,,,,,,,Man,Hispanic or Latino,19-20
2020,2020-09-08 10:00:50-05:00,CMP 101 Computer Information Literacy,,,,,,,,,,,,Not Sure,No,No,No,Yes,Yes,No Impact,No Impact,High Impact,High Impact,Some Impact,Some Impact,High Impact,,,High Impact,No Impact,,,,,,,,,,,,Some Impact,No Impact,No Impact,No Impact,Some Impact,High Impact,,High Impact,Some Impact,No Impact,Some Impact,Public Health,Yes,No,No,No,No,No,5.0,,,,,,,,,Woman,White/Caucasian,35-64
2020,2020-09-09 07:56:06-05:00,CMP 101 Computer Information Literacy,,,,,,,,,,,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,High Impact,High Impact,Some Impact,High Impact,No Impact,Some Impact,High Impact,Some Impact,High Impact,High Impact,,Child and Family Studies,No,No,No,No,No,Yes,3.0,,,,,,,,,Woman,White/Caucasian,21-24
2020,2020-09-09 08:52:55-05:00,CMP 126 Computer Technology and Applications,,,,,,,,,,,,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,,,,,,,,,,,,Some Impact,Some Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Criminal Justice,No,No,No,Don't recall,No,No,2.0,,,,,,,,,Man,Hispanic or Latino;White/Caucasian,19-20
2020,2020-09-09 12:36:15-05:00,CMP 126 Computer Technology and Applications,,,,,,,,,,,,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,,,,,,,,,,,,High Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Humanities and Social Sciences (Liberal Arts & Sciences),No,No,No,No,No,No,3.0,,,,,,,,,Woman,White/Caucasian,19-20
2020,2020-09-09 13:16:25-05:00,CMP 126 Computer Technology and Applications,,,,,,,,,,,,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,,,,,,,,,,,,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Child and Family Studies,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,2.0,,,,,,,,,Woman,White/Caucasian,25-34
2020,2020-09-09 13:52:08-05:00,CMP 126 Computer Technology and Applications,,,,,,,,,,,,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,,,,,,,,,,,,High Impact,High Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Computer - Aided Drafting,No,No,No,No,No,No,2.0,,,,,,,,,Man,White/Caucasian,25-34
2020,2020-09-09 14:19:00-05:00,CMP 126 Computer Technology and Applications,,,,,,,,,,,,No,No,No,No,No,No,,,,,,,,High Impact,Some Impact,Some Impact,,,,,,,,,,,,,High Impact,High Impact,High Impact,Some Impact,Some Impact,No Impact,High Impact,Some Impact,No Impact,Some Impact,No Impact,Other,No,No,No,No,No,No,4.0,,,,,,,,,Man,White/Caucasian,19-20
2020,2020-09-09 14:30:01-05:00,CMP 126 Computer Technology and Applications,,,,,,,,,,,,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,,,,,,,,,,,,High Impact,High Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Humanities and Social Sciences (Liberal Arts & Sciences),No,No,Don't recall,Yes,No,No,2.0,,,,,,,,,Woman,White/Caucasian,19-20
2020,2020-09-09 15:08:54-05:00,CMP 126 Computer Technology and Applications,,,,,,,,,,,,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,,,,,,,,,,,,High Impact,High Impact,No Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Child and Family Studies,No,No,No,No,No,No,1.0,,,,,,,,,Woman,Black/African American,25-34
2020,2020-09-09 16:28:49-05:00,CMP 126 Computer Technology and Applications,,,,,,,,,,,,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,,,,,,,,,,,,No Impact,No Impact,High Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Criminal Justice,No,No,No,No,No,Yes,1.0,,,,,,,,,Man,White/Caucasian,21-24
2020,2020-09-09 17:02:41-05:00,CMP 126 Computer Technology and Applications,,,,,,,,,,,,Yes,No,No,No,No,Yes,High Impact,,,,,,,Some Impact,No Impact,High Impact,,,,,,,,,,,,,High Impact,Some Impact,Some Impact,,Some Impact,,Some Impact,,,Some Impact,,Other,No,No,No,Yes,No,No,3.0,,,,,,,,,Man,White/Caucasian,18 and younger
2020,2020-09-09 17:14:53-05:00,CMP 126 Computer Technology and Applications,,,,,,,,,,,,Yes,No,No,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,High Impact,Some Impact,Some Impact,No Impact,High Impact,No Impact,High Impact,No Impact,No Impact,High Impact,No Impact,Child and Family Studies,No,No,No,No,No,No,2.0,,,,,,,,,Woman,Hispanic or Latino;White/Caucasian,19-20
2020,2020-09-09 17:22:19-05:00,CMP 126 Computer Technology and Applications,,,,,,,,,,,,Yes,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,,,,,,,,,,,,High Impact,High Impact,High Impact,No Impact,High Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,Early Childhood Education,No,No,No,Yes,No,No,1.0,,,,,,,,,Man,White/Caucasian,21-24
2020,2020-09-09 17:39:13-05:00,CMP 101 Computer Information Literacy,,,,,,,,,,,,No,Not Sure,No,Yes,No,No,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,,,,,,,,,,,,Some Impact,High Impact,High Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Nursing,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,1.0,,,,,,,,,Woman,Hispanic or Latino,25-34
2020,2020-09-09 18:29:39-05:00,CMP 126 Computer Technology and Applications,,,,,,,,,,,,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,,,,,,,,,,,,High Impact,High Impact,High Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,Criminal Justice,No,No,Yes,No,No,Yes,4.0,,,,,,,,,Man,Asian,18 and younger
2020,2020-09-09 18:39:46-05:00,CMP 126 Computer Technology and Applications,,,,,,,,,,,,No,Yes,No,No,No,Yes,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,,,,,,,,,,,,High Impact,High Impact,High Impact,No Impact,Some Impact,Some Impact,High Impact,No Impact,No Impact,High Impact,No Impact,Human Services: Pre-Social Work,Yes,No,Yes,Yes,No,No,3.0,,,,,,,,,Woman,Hispanic or Latino,19-20
2020,2020-09-09 18:40:55-05:00,CMP 101 Computer Information Literacy,,,,,,,,,,,,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,Some Impact,Some Impact,Some Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Nursing,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,3.0,,,,,,,,,Woman,White/Caucasian,25-34
2020,2020-09-09 19:20:52-05:00,CMP 101 Computer Information Literacy,,,,,,,,,,,,No,No,No,Yes,No,No,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,,,,,,,,,,,,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,Some Impact,Fashion Merchandising Track,Don't recall,No,No,Yes,No,No,2.0,,,,,,,,,Woman,Asian,21-24
2020,2020-09-09 19:34:28-05:00,CMP 101 Computer Information Literacy,,,,,,,,,,,,Yes,No,No,Yes,No,Not Sure,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,,,,,,,,,,,,High Impact,Some Impact,High Impact,Some Impact,High Impact,High Impact,High Impact,,High Impact,High Impact,High Impact,Visual Arts,No,No,Yes,Yes,No,No,2.0,,,,,,,,,Woman,White/Caucasian,18 and younger
2020,2020-09-09 19:59:40-05:00,CMP 126 Computer Technology and Applications,,,,,,,,,,,,No,No,Yes,Yes,No,Yes,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,,,,,,,,,,,,High Impact,High Impact,High Impact,High Impact,Some Impact,Some Impact,High Impact,Some Impact,No Impact,High Impact,High Impact,Other,No,No,No,Yes,No,No,3.0,,,,,,,,,Man,White/Caucasian,19-20
2020,2020-09-09 21:03:54-05:00,CMP 101 Computer Information Literacy,,,,,,,,,,,,No,No,Yes,No,No,No,Some Impact,,Some Impact,,,,,,,,,,,,,,,,,,,,High Impact,High Impact,Some Impact,Some Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,Some Impact,Some Impact,Hospitality Management,Don't recall,Yes,Yes,Don't recall,Don't recall,Don't recall,3.0,,,,,,,,,Woman,White/Caucasian,19-20
2020,2020-09-09 21:28:12-05:00,CMP 126 Computer Technology and Applications,,,,,,,,,,,,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,,,,,,,,,,,,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Other,No,No,No,No,No,No,2.0,,,,,,,,,Woman,White/Caucasian,18 and younger
2020,2020-09-10 08:45:28-05:00,CMP 101 Computer Information Literacy,,,,,,,,,,,,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,,,,,,,,,,,,Some Impact,Some Impact,Some Impact,No Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Nursing,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,1.0,,,,,,,,,Woman,White/Caucasian,21-24
2020,2020-09-10 10:01:42-05:00,CMP 101 Computer Information Literacy,,,,,,,,,,,,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,,,,,,,,,,,,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Humanities and Social Sciences (Liberal Arts & Sciences),No,No,No,No,No,No,1.0,,,,,,,,,Prefer not to say,Choose not to reply,21-24
2020,2020-09-10 10:03:00-05:00,CMP 101 Computer Information Literacy,,,,,,,,,,,,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,,,,,,,,,,,,Some Impact,Some Impact,Some Impact,No Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Nursing,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,1.0,,,,,,,,,Woman,White/Caucasian,21-24
2020,2020-09-10 12:15:00-05:00,CMP 126 Computer Technology and Applications,,,,,,,,,,,,Yes,Yes,No,Yes,No,No,,,,,,,,,Some Impact,High Impact,High Impact,,,,,,,,,,,,High Impact,High Impact,No Impact,No Impact,High Impact,High Impact,Some Impact,,No Impact,High Impact,,Hospitality Management,No,No,Yes,Yes,No,No,1.0,,,,,,,,,Woman,White/Caucasian,19-20
2020,2020-09-10 13:23:55-05:00,CMP 101 Computer Information Literacy,,,,,,,,,,,,Yes,No,No,No,No,Yes,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,,,,,,,,,,,,High Impact,High Impact,High Impact,High Impact,Some Impact,Some Impact,High Impact,High Impact,High Impact,High Impact,High Impact,Hospitality Management,No,No,Yes,Yes,No,No,2.0,,,,,,,,,Woman,White/Caucasian,19-20
2020,2020-09-10 14:04:32-05:00,CMP 126 Computer Technology and Applications,,,,,,,,,,,,Yes,No,No,Yes,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,,,,,,,,,,,,High Impact,High Impact,High Impact,High Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Broadcasting Arts and Technology,Yes,No,Yes,Yes,No,No,3.0,,,,,,,,,Woman,Hispanic or Latino;White/Caucasian,18 and younger
2020,2020-09-10 14:09:22-05:00,CMP 101 Computer Information Literacy,,,,,,,,,,,,No,No,No,No,No,No,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,,,,,,,,,,,,,,,,,,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Other,No,No,No,No,No,No,2.0,,,,,,,,,Man,White/Caucasian,19-20
2020,2020-09-10 14:24:40-05:00,CMP 126 Computer Technology and Applications,,,,,,,,,,,,Yes,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,,,,,,,,,,,,High Impact,High Impact,High Impact,No Impact,High Impact,Some Impact,High Impact,No Impact,No Impact,High Impact,High Impact,Communication,No,No,No,No,No,Yes,3.0,,,,,,,,,Woman,White/Caucasian,21-24
2020,2020-09-10 17:11:39-05:00,CMP 126 Computer Technology and Applications,,,,,,,,,,,,Not Sure,No,No,No,No,No,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,,,,,,,,,,,,High Impact,High Impact,High Impact,High Impact,High Impact,Some Impact,Some Impact,High Impact,Some Impact,Some Impact,Some Impact,Early Childhood Education,No,Yes,Yes,Yes,No,No,1.0,,,,,,,,,Woman,White/Caucasian,19-20
2020,2020-09-10 17:34:37-05:00,CMP 126 Computer Technology and Applications,,,,,,,,,,,,No,No,No,Yes,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,,,,,,,,,,,,Some Impact,High Impact,Some Impact,High Impact,High Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,Biology,No,No,No,No,No,No,3.0,,,,,,,,,Woman,White/Caucasian,25-34
2020,2020-09-10 20:18:04-05:00,CMP 126 Computer Technology and Applications,,,,,,,,,,,,Yes,No,No,No,No,No,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,No Impact,No Impact,,,,,,,,,,,,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,Early Childhood Education,No,No,No,No,No,No,4.0,,,,,,,,,Woman,White/Caucasian,19-20
2020,2020-09-10 23:13:37-05:00,CMP 126 Computer Technology and Applications,,,,,,,,,,,,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,,,,,,,,,,,,High Impact,High Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,Musical Theatre,No,No,No,Yes,No,No,2.0,,,,,,,,,Woman,White/Caucasian,18 and younger
2020,2020-09-11 02:48:26-05:00,CMP 101 Computer Information Literacy,,,,,,,,,,,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,Some Impact,High Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,Nursing,Don't recall,Don't recall,Yes,Yes,No,No,3.0,,,,,,,,,Woman,White/Caucasian,21-24
2020,2020-09-11 12:13:44-05:00,CMP 101 Computer Information Literacy,,,,,,,,,,,,No,No,No,No,No,No,Some Impact,,,,,,,Some Impact,Some Impact,Some Impact,,,,,,,,,,,,,High Impact,Some Impact,Some Impact,No Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Humanities and Social Sciences (Liberal Arts & Sciences),Yes,No,Don't recall,Yes,No,Don't recall,2.0,,,,,,,,,Woman,White/Caucasian,18 and younger
2020,2020-09-11 14:17:36-05:00,CMP 126 Computer Technology and Applications,,,,,,,,,,,,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,,,,,,,,,,,,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,High Impact,No Impact,Humanities and Social Sciences (Liberal Arts & Sciences),No,No,No,No,No,No,3.0,,,,,,,,,Woman,White/Caucasian,19-20
2020,2020-09-11 17:45:10-05:00,CMP 126 Computer Technology and Applications,,,,,,,,,,,,No,No,No,No,No,No,Some Impact,,,,,,,Some Impact,Some Impact,,,,,,,,,,,,,,High Impact,High Impact,,,,,High Impact,,,,,Humanities and Social Sciences (Liberal Arts & Sciences),No,No,No,No,No,No,3.0,,,,,,,,,Man,White/Caucasian,19-20
2020,2020-09-12 16:52:43-05:00,CMP 126 Computer Technology and Applications,,,,,,,,,,,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,Some Impact,High Impact,Some Impact,Some Impact,No Impact,No Impact,Some Impact,No Impact,,No Impact,No Impact,Other,No,No,Yes,Yes,No,No,3.0,,,,,,,,,Man,White/Caucasian,21-24
2020,2020-09-12 17:22:41-05:00,CMP 135 Computer Concepts with Applications,,,,,,,,,,,,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,High Impact,No Impact,No Impact,,,,,,,,,,,,High Impact,Some Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,Journalism,No,No,No,Don't recall,Don't recall,Don't recall,3.0,,,,,,,,,Man,White/Caucasian,19-20
2020,2020-09-12 18:55:43-05:00,CMP 126 Computer Technology and Applications,,,,,,,,,,,,Yes,No,No,Yes,No,No,Some Impact,Some Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,,,,,,,,,,,,High Impact,High Impact,High Impact,High Impact,High Impact,Some Impact,Some Impact,Some Impact,Some Impact,High Impact,Some Impact,Child and Family Studies,No,No,Yes,Yes,No,No,2.0,,,,,,,,,,Hispanic or Latino,19-20
2020,2020-09-12 20:16:56-05:00,CMP 135 Computer Concepts with Applications,,,,,,,,,,,,No,No,No,No,No,Yes,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,,,,,,,,,,,,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,High Impact,No Impact,Teacher Education - Mathematics,No,No,No,No,No,No,2.0,,,,,,,,,Woman,White/Caucasian,18 and younger
2020,2020-09-13 06:38:40-05:00,CMP 126 Computer Technology and Applications,,,,,,,,,,,,No,No,No,No,No,No,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,Some Impact,Some Impact,,,,,,,,,,,,High Impact,High Impact,High Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Humanities and Social Sciences (Liberal Arts & Sciences),No,No,No,Yes,No,No,1.0,,,,,,,,,Man,White/Caucasian,19-20
2020,2020-09-13 12:35:58-05:00,CMP 101 Computer Information Literacy,,,,,,,,,,,,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,,,,,,,,,,,,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,High Impact,No Impact,Nursing,No,No,No,Yes,Yes,Yes,2.0,,,,,,,,,Woman,White/Caucasian,21-24
2020,2020-09-13 15:13:27-05:00,CMP 126 Computer Technology and Applications,,,,,,,,,,,,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,,,,,,,,,,,,High Impact,High Impact,High Impact,High Impact,No Impact,No Impact,High Impact,,High Impact,,,Humanities and Social Sciences (Liberal Arts & Sciences),No,No,No,No,No,Yes,1.0,,,,,,,,,Woman,White/Caucasian,21-24
2020,2020-09-13 18:38:03-05:00,CMP 101 Computer Information Literacy,,,,,,,,,,,,Not Sure,Not Sure,Not Sure,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,,,,,,,,,,,,High Impact,High Impact,No Impact,No Impact,High Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,Humanities and Social Sciences (Liberal Arts & Sciences),No,No,Yes,No,No,No,2.0,,,,,,,,,Man,Black/African American,19-20
2020,2020-09-13 19:48:18-05:00,CMP 126 Computer Technology and Applications,,,,,,,,,,,,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,,,,,,,,,,,,Some Impact,Some Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,Humanities and Social Sciences (Liberal Arts & Sciences),No,No,No,No,No,Yes,1.0,,,,,,,,,Woman,White/Caucasian,19-20
